,Avatar (2009),"Lion King, The (1994)","Fast and the Furious, The (2001)",Toy Story (1995),Jurassic Park (1993),Twilight (2008),Pride & Prejudice (2005),"Notebook, The (2004)",17 Again (2009),"Twilight Saga: Eclipse, The (2010)",Aladdin (1992),Beauty and the Beast (1991),Mrs. Doubtfire (1993),Toy Story 2 (1999),"Hangover, The (2009)",Harry Potter and the Goblet of Fire (2005),Total
Ghost Rider (2007),0.9775440296871728,1.015944612332659,0.8859866498292949,0.62565026224208,0.3801954209176003,0.15327025836681027,0.12980983519903047,0.1272984265820594,0.3901665063661848,-0.03132322504032546,0.5498749999144835,0.4759311521947691,0.1743839331580452,0.5966048053374607,0.5677636172148774,0.3039277589268816,7.323029043229084
"Naked Gun: From the Files of Police Squad!, The (1988)",0.6697232311828963,0.7261593163942361,0.6450345501051933,0.6631974624768272,0.6496199681064817,0.1676282214607591,0.3475816087944229,0.21190544175861495,0.39450867591146993,-0.01857580906351814,0.35750172154824156,0.32550066628519,0.3985237134685657,0.9181651061957798,0.5107095213546048,0.3530509604398682,7.3202343564196335
"Benchwarmers, The (2006)",0.37091229544706666,0.5710547927578636,0.5068067624162149,0.3899709078870562,0.45303341517924367,0.49458105732228236,0.3057912016200776,0.5132623820075459,0.8898855269784472,0.0629325491747978,0.5991363740496762,0.4682414987087324,0.4143291724325508,0.46838034807214074,0.46545118851710154,0.3407116352697345,7.314481107840532
Machete (2010),1.1422614424450175,0.3821574396490649,1.0069897160819616,0.5352694221380614,0.5717009889908815,0.35221634111218203,-0.09855764532942075,0.09738539846314659,0.5888715766298482,-0.032186501864115716,0.21379673251350784,0.3039407395748676,0.4765384172786251,0.7328863347646135,0.7109484028644742,0.3302015736862541,7.314420378998969
Meet Joe Black (1998),0.7590079869086565,0.6462646504604287,0.4807840728841488,0.6679916183173272,0.6066457172193226,0.1940798123753887,0.42839884186344257,0.48005711218021435,0.10654864772278361,0.07467957302000398,0.5549458598778408,0.579409682821799,0.33376253890591734,0.512534986580833,0.3175253645413617,0.5672435382211838,7.309880003900653
Paul (2011),1.2978679631909182,0.5981918092992442,0.9554991739015735,0.41267168690714623,0.5545838923146483,0.014422994757368164,0.1494797988863541,0.3106044655673913,-0.09625057972890896,0.21190369415520946,0.3234145712072747,0.3191062151055355,0.3545168763774554,0.817994584369347,0.6332021011011484,0.45166369802385054,7.3088729454355565
Miracle on 34th Street (1947),0.43164473435966894,0.5903377644067306,0.3686115730234546,0.9355264534113544,0.5168566552803054,0.20543467098668053,0.6852186559658658,0.11523042847740969,0.26403255881639554,-0.03894765323098318,0.6666414398906093,0.6298399380377657,0.4821611224212128,0.8801243082521273,0.2925894384471303,0.2825567046108495,7.307858793156578
9 (2009),1.2377802220299468,0.5830481657922547,0.3242346352706884,0.40630485628635304,0.13056476577985662,0.4598698750374834,0.2698107782469381,0.2928175231794329,0.8041168703360781,0.3662235444779269,0.25351712874472,0.35599330313097155,0.2712481563891303,0.784415912387735,0.2707849806352936,0.4934857781261142,7.304216495850924
Escape from New York (1981),0.47350490171766924,0.32450942552267703,1.0772388557577788,0.7649113068585072,1.0578141915008186,0.17493419503252297,0.16033762896775725,-0.0240094367707807,0.6287784465800785,0.1372490610601661,0.4428512850081496,0.28746476853962544,0.33501516544134835,1.0014558417555661,0.2696659830103125,0.17304276246384098,7.284764382446038
Hugo (2011),0.9683137529045031,0.5645891526541844,0.41334875831164153,0.4917468238725311,0.21003616051724527,0.647282187935616,0.2301996458369731,0.1980340660474777,0.8106819648539003,0.3377266762355695,-0.037316819331012545,0.268371173308871,0.4562250825960985,0.7915413268820587,0.4269432336345131,0.4963303212443472,7.274053507504519
Diamonds Are Forever (1971),0.6191455431945594,0.5577216018364483,0.6761067826888751,0.7404009520534922,1.035406548587707,-0.09772407368450367,0.2493435180864531,0.11438365204159981,-0.11843930887946767,0.07428253306179848,0.7216750154708327,0.532969300523476,0.5685296604980492,0.9149137388941677,0.350540358981773,0.3292518910477618,7.268507714403023
Cinderella Man (2005),0.7039243269880309,0.34078856051543704,0.8419001662956807,0.33540862678633443,0.19990831438650794,0.7988890409093481,0.6293971259923344,0.564637799549214,1.0658206884205108,0.01713389005786733,0.10064845592788127,0.18026448626277394,0.2056042975861918,0.47649653995474245,0.429162438405574,0.3767659485913685,7.266750706629798
Fried Green Tomatoes (1991),0.39833631051504403,0.5569610582612049,0.3322726426072186,0.628210779713756,0.534936369498045,0.1316829789425013,0.6557721203744477,0.38230595385825183,0.6223203935069052,0.21872338974690106,0.6494852457193878,0.5614469380764352,0.49329141514652436,0.4494598173412643,0.20205199745647842,0.4469129516387618,7.264170362403128
"Untouchables, The (1987)",0.42707656317512044,0.36298313415572925,0.8940812910374061,1.023630243069158,1.189273345252672,-0.0497800635162299,0.272851432245774,0.13010074662185123,0.09593042718368905,0.1291074605302615,0.3938620118936564,0.35962700256893565,0.42383926672860145,1.0611476889764253,0.2768532473248694,0.2692745818131786,7.259858379061098
Body of Lies (2008),1.07351857956493,0.4673526753906909,0.5415864177022689,0.07179913504895981,0.262345887018869,1.1699994158299987,0.4172899481817769,0.26424225409794766,1.4059116243929717,-0.03126373897511876,0.32811102157437555,0.01974380545578535,0.12382524071362641,0.4495144114223508,0.34269490078276243,0.34856427047915733,7.2552358486813535
Closer (2004),0.5100768389047274,0.42310714598279536,0.6854193580895531,0.3077457609922543,0.35309622218509423,0.4739802866864473,0.9304360942073076,0.7275521885886189,0.31314944005396816,0.13598770192198134,0.25578519893877916,0.4701360452828752,0.4586559924493484,0.45509132931961793,0.3257769206392532,0.4281831577629894,7.254179682005612
Homeward Bound: The Incredible Journey (1993),0.21688602719465036,1.0583091326959801,0.517403465629185,0.6492733156825263,0.49893744993813366,-0.0147819458208248,0.20988519601328462,0.033511193554614564,0.23092110591045462,0.33223838734829236,0.8950529638932323,0.8915059293801614,0.4532598352648973,0.7423896351182777,0.21426213507279407,0.31665210865686894,7.245705935532529
Hannibal (2001),0.7320393335501413,0.4872734634510708,1.1046049409718275,0.3025821779596397,0.4608293607880136,0.3161059363487868,0.28981043739019924,0.19736203721564557,0.6711921167313941,0.17195684416397,0.09107642477404414,0.12606404464353713,0.3497070699031766,1.0165718008040396,0.5273663339299871,0.39937812249716703,7.24392044512264
"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",0.596374045960505,0.5632278503194248,0.611135174097812,0.5435634866536614,0.5964945300478747,0.3025036634885437,0.9388395025308536,0.46938704485710364,0.14155114140439592,0.07041973308833509,0.3849857573071829,0.25465617075791924,0.3766726898313224,0.5969248129632414,0.3609397155975294,0.43528347064825895,7.242958789553964
Requiem for a Dream (2000),0.8004885102801248,0.6477802145865581,0.6484314015209208,0.4706519791813263,0.29235849365011846,0.40967406815334956,0.3242323474686214,0.5514063463124946,0.5436633528273206,0.22029558711235056,0.25796467780671734,0.21568747271249017,0.35683822643531443,0.6835115581666336,0.5630748179047504,0.2559825310685363,7.242041585187627
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",0.7020422003817092,0.3690690858318832,0.7207070754003073,0.8611525837325025,0.8118083453201783,0.1537327944644184,0.2621658843787774,0.0987008792030446,0.41180323312648337,0.049312639291752704,0.4305696322234645,0.4135605356401691,0.39126818748898357,0.8632744475690546,0.3792083116210825,0.31557583077097484,7.233951666444787
P.S. I Love You (2007),0.35822795778422695,0.5268768488670148,-0.010685177135949792,0.17079873708213378,0.18482152962697437,0.45162965124909976,0.6051981949297707,0.9440984914000874,1.3395808268068445,0.5786021313259262,0.3364486543463419,0.6983787789255513,0.2976010820499395,0.13652589734031864,0.36652937438702504,0.24435678440496195,7.228989763390267
"Lock, Stock & Two Smoking Barrels (1998)",0.7744333224577027,0.45873898136826263,0.7782420126058089,0.7724754361400348,0.7924693598318286,0.25900889332031807,0.027427697615125445,0.09278275493811765,0.19304806662441404,-0.0654900811663129,0.6850288036175181,0.2650492317174301,0.4164760939740352,1.048581434026493,0.4826498994551177,0.2470668582166138,7.227988764742507
Gone with the Wind (1939),0.217007556670614,0.6639041177472096,0.29154785430194796,0.6058343704397885,0.8258354318838451,0.3136475042820218,0.7884936692719976,0.38026578760004914,0.01729108389838434,0.24194100421228554,0.5334349156305158,0.9374201881236834,0.3816678051634947,0.6187739617218059,0.15809211413233848,0.24896623239037613,7.224123597470358
American Sniper (2014),1.080639609408825,0.07182009321860142,0.8871887167151472,0.27211740016393426,0.11157752523466125,0.8856491103075737,0.45937060335950125,0.27153252365162983,1.4541784801463697,0.40814738402831996,-0.14229410840675097,-0.029119648006413326,0.0999118473218123,0.44836178204381694,0.6322994228212548,0.3075105295393628,7.218891271547646
Hot Tub Time Machine (2010),1.1645310394818067,0.48718944733777575,0.6519371484481622,0.3678617146955057,0.4657318070861881,0.31463536418763977,0.088461172202936,0.409378397853997,0.321369737282555,0.08680406994857007,0.33316769815348474,0.34700893869022736,0.4015524981908587,0.6830888262833539,0.650667252460116,0.44503101474791895,7.218416127051096
Spy (2015),1.284490256090619,0.06206954311230363,0.5881608291960531,0.011918951826231268,0.06476102870415015,0.8941857862412864,0.171458767173584,0.48359806315298537,1.4210029084877864,0.29270861868313625,0.3128705374752432,-0.027553980369617488,0.17224171775603142,0.3951734847001337,0.7477439383017563,0.3350805194727385,7.209910970004421
Alien: Resurrection (1997),0.44855919734195204,0.6608193394183716,0.9044339772215222,0.6049558255563032,0.8325407248742487,0.19374787166607718,0.10891011778853672,0.3710698068169509,0.32981835586708386,-0.0033239981303007267,0.5327373491815992,0.39177499140404787,0.3696983486075509,0.8886095106673696,0.1996264938745796,0.3753110378038514,7.209288949959745
Stand by Me (1986),0.26778418906653934,0.39746140995258866,0.5962932143487859,0.9423726520754685,0.9301065502723177,0.2710822286150379,0.36684119470962206,0.20292510328848684,0.3654789765600428,-0.004206940188843368,0.5583668806226822,0.40153350072502214,0.5199271070768626,0.9439730639457005,0.2022645519589547,0.24248776024304355,7.204691443272312
"Town, The (2010)",1.0956405322507357,0.20718383239414467,0.792613909714679,0.47462776927676814,0.36622369189826726,0.7209656253041037,0.2295324309608967,0.21175127215752593,0.47098470366368883,0.14816860214878358,0.30172546976735165,0.19145174692829806,0.30790319262196686,0.7127868450314828,0.6352112994257896,0.3191384925314896,7.1859094160759724
Warm Bodies (2013),1.078974298036903,0.2969898935995034,0.7431777582218542,0.23685870998827357,0.14656109063960976,0.8898029885153073,0.11540952256654727,0.42152759323427924,0.7760892719111085,0.23220042007838412,0.46816098585221455,0.2247274287235642,0.18314404444610966,0.5102135341813839,0.5382952310547509,0.3147859487786042,7.1769187198283975
Gone Girl (2014),1.1176311323464452,0.05244372177860473,0.7534305709691075,0.2746692593083991,-0.00287847912850882,1.214729238749669,0.42665909680460423,0.7278738983754894,0.8723176504684114,0.31145898848091574,-0.050742309734798305,-0.04366528967262486,0.18187559547741905,0.31653903917070314,0.6169242873899559,0.39311394467587174,7.162380345459664
Mona Lisa Smile (2003),0.5148534104469704,0.37690688219071167,0.5047953889752903,0.3074413817218485,0.3040965666765882,0.8417069720242015,0.8242769395395422,0.49124304693787146,0.34959823783185523,0.6270534974369213,0.5201843055291061,0.3642936943883359,0.2918692382861128,0.23570070463946644,0.2525035581798844,0.355761173895368,7.162284998700075
Awakenings (1990),0.3983371048652904,0.6061642779915889,0.4625079693020082,0.9596178780704727,0.7319267628352271,0.00861857878284153,0.5788561193675036,0.16770663675936553,0.5106737831057967,0.037675610485585126,0.4784230971824933,0.6992733828525012,0.4126452466738112,0.6998601501365014,0.10460670198369468,0.29999226437649135,7.156885564771173
About Time (2013),0.9983002082517919,0.006620525464788806,0.5045660803497035,0.1774498709536559,0.04135782777064017,1.015923849225232,0.6628925111527892,0.6620166498964899,1.1170387213060062,0.21610602150727967,0.06636782618082275,-0.06946984861406444,0.11011894226432856,0.7238607779951062,0.4451883732971679,0.4776112086005107,7.155949545602249
Junior (1994),0.20592386515831435,1.1870360776676712,-0.011095738982127384,0.44235335434047957,0.6995439211475012,0.41430753910437745,0.4032848307559024,0.3095358071475698,0.006108119108319052,0.23168167107118845,1.3015946329721593,0.9735496750783533,0.8416463597719622,-0.002249726034114264,0.044557200972711396,0.10394357976313437,7.151721169043403
Resident Evil: Apocalypse (2004),0.681940011325099,0.6542453404837592,0.8931376426757665,0.4151408397551011,0.2724274315991646,0.15288951140809745,0.38875271943124406,0.3397781476937265,0.6466991413650367,0.09005500309988107,0.3920621782999792,0.3375691189467455,0.2667644951039733,0.8359756435088218,0.41889055375067114,0.35724454757264623,7.143572326019713
Romeo Must Die (2000),0.4998434053211288,0.7846678248373573,1.349182530903184,0.826980964781006,0.5892737876540795,0.06473321889276638,0.1843761102826958,0.15845320114458927,0.24330158753608738,0.08485309361566234,0.43437081563962693,0.2840873606040239,0.1815962412711215,0.80654657651333,0.32697521834817217,0.31232025457040186,7.131562191915233
Scream 2 (1997),0.27336151040926315,0.6188912247625153,0.9267900234887563,0.5794927932248307,0.7794330242663309,0.15580555275530805,0.33862166988380205,0.19939784729331161,0.2315078487270602,0.019232638343900425,0.614934918808953,0.5577342092172334,0.22215202994245806,1.032668622107248,0.25095370049521776,0.32663950428000804,7.127617118006198
"Jungle Book, The (1994)",0.053070005206047294,1.3056038728189792,0.35356061594642224,0.61593048260167,0.8149091261704541,0.024118524181109394,0.20367574780728992,0.031051558311952804,0.10643112657196377,0.08096231648270386,1.1728121988171778,1.06769162032747,0.8350103386952359,0.23892345722382197,0.023789345877287423,0.19442107206846865,7.121961409108054
"World Is Not Enough, The (1999)",0.37348205154487435,0.7067176333093308,1.0304377951881567,0.6550421910189854,0.5857156875996041,-0.05735521763523042,0.15893865825285897,0.20305496944415397,0.061396371278885836,0.17544944282410624,0.41560921050907806,0.40966928785649315,0.6351742204341053,1.2178514743730902,0.2357588562808935,0.30430067589912635,7.111243308178513
Last Action Hero (1993),0.3087636595786579,0.8480305997936024,0.4714353290636657,0.7333575320823094,1.110676071479398,-0.08943041732221371,-0.021148307660527027,0.18488092418879495,0.02987596041899514,0.005522820753190589,1.102769863335232,0.6361655133935387,0.8391312211512583,0.6800149638311364,0.13906488356358584,0.12771781722518183,7.106828434875806
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),0.7638889812521785,0.9609427120541658,0.7188681180840928,0.5677387594375787,0.7942608186265996,0.032798032492801756,0.2073198274883656,0.22128340972129656,-0.014287680090938943,-0.03481294317510767,0.7472517099640336,0.5184543960683886,0.3986466109219713,0.5980509674438971,0.36782540728429886,0.2580216686446781,7.1062507962183
Driving Miss Daisy (1989),0.19195501376104615,0.5433134506240458,0.3037705402019885,0.8615236247709304,0.6275666807126925,0.10673819081086319,0.6410618284253509,0.25290153811018934,0.5514566249442439,0.1308803002349391,0.6189755631829348,0.6816076485108115,0.5222858676227273,0.5794444845514903,0.1697709695556725,0.3190831995863333,7.10233552560626
Tommy Boy (1995),0.2757365524615594,1.1621576325383585,0.5920376276848198,0.49005841213162143,0.8606263194696016,0.07900408079899919,-0.012043776925780021,0.08547617029728287,-0.008299184084049201,0.16265600550847562,1.2415066149122553,0.7635787263487126,0.6522082086519334,0.42832607054144023,0.18323708981928363,0.1434701325888742,7.099736682743389
"Godfather: Part II, The (1974)",0.6213323061242023,0.5471880104794907,0.8330713851272658,0.737364184336976,0.90596927261772,0.10417761215928178,0.2647816470675472,0.003633825373608751,0.151957965671352,0.0654837311287605,0.47383599765631845,0.27230675689240147,0.2549788903854286,1.1483319708337154,0.43815976288052405,0.2759829055698854,7.098556224304479
Get Him to the Greek (2010),0.9474188580042827,0.28507062366739705,0.6468059960342818,0.006284710161417415,0.24216033629844883,0.9343804582981138,0.20358982873543285,0.796635805837712,0.6652229727485431,0.1609692772598099,0.2921500668359369,0.2121675873484089,0.29802511166486495,0.44661408450642015,0.6179280642229846,0.34223399155324824,7.097657773177303
Kung Fu Hustle (Gong fu) (2004),0.672911365522276,0.5123834841293566,1.2406291717013047,0.7462035270675385,0.6579153149299596,-0.11593101218692486,0.13028839348255764,-0.06241452015777149,-0.10750281763000522,0.032755199883568814,0.6222510373355715,0.33180892773939924,0.4757962554326668,1.0203519649944262,0.35967401421497774,0.5789204059970887,7.0960407124559906
Unforgiven (1992),0.3384368763110582,0.5075732883895048,0.778880321160518,0.762639876588137,0.8627448090132991,0.26384226899734886,0.2865223109172051,0.1463306031750378,0.34150672060036846,-0.06504201119685914,0.6224280989317447,0.6149408048555277,0.38176092189194966,0.7036801880916398,0.24879324684120674,0.2999068343172323,7.094945158884919
Dallas Buyers Club (2013),0.853253288150276,0.2925130098150276,0.9046593283672134,0.18860678257168845,-0.002914509043730964,1.1669622164905913,0.43118390054711103,0.6894783654599712,0.9438812252957438,0.3495681914028079,-0.005331832996244512,-0.01116218175370814,0.18329598304657496,0.11308747985783463,0.6669064032779123,0.3210134353978262,7.085001085886895
Idiocracy (2006),1.2078175243280955,0.4740071366568824,0.8192031028662015,0.14153297319087976,0.28186763865670883,0.6066337277780374,0.10099668598591095,0.6100886880756236,0.36931578159132017,0.109083648041086,0.5337256881689836,0.06429951093503725,0.2241018909042837,0.5365523197237272,0.5993955767711338,0.40480405841909983,7.083425952093011
"Mist, The (2007)",1.1043591825802066,0.35298200028895893,0.8821918278832375,0.364111763707305,0.29862755069799163,0.7426855894734968,0.46949361152151814,0.13720246156244206,0.5975124928088853,-0.033624685038838885,0.09032453639480531,0.2138733496564277,0.17659066874963003,0.6037636208281971,0.551770826057797,0.5249471170566911,7.0768119142287516
"Kid, The (2000)",0.4352260670434119,0.4897461907202695,0.5290194627315629,0.7416494403885956,0.298843980321931,0.2637907242254072,0.4295189750590292,0.115946345342541,0.5797753402471566,-0.028578421245892223,0.5114193167918385,0.3999882768770572,0.45432230416646213,1.3732595689260096,0.28443145464049296,0.1946036557067558,7.072962681942629
"Man in the Iron Mask, The (1998)",0.7797765799561995,0.4746497827712849,0.6261969432388601,0.27041669667250967,0.37723015215934025,0.3351823174880607,0.4737878245929056,0.55676042442406,0.4264575636841933,0.23438648301556766,0.34709283290368376,0.45705786210754995,0.44131295734404996,0.5195111346876334,0.4309540317413443,0.3184678802654055,7.069241467052648
"Bucket List, The (2007)",1.0169532835653263,0.33801575501136577,0.3941985053875963,0.21629871786911842,0.15821789497172076,0.7631411737368426,0.6072484035352466,0.5074030222252457,0.6882415198488151,0.44084106203452844,0.002056126818863884,0.22573751142519133,0.2932025953410938,0.48704276194276996,0.43631875394184705,0.4923751834674195,7.067292271122992
Jackie Brown (1997),0.6935961276115191,0.6570594681209609,0.7624822012711719,0.6043738458737903,0.6526551423280291,0.1354331551426083,0.11090553076619933,0.11284264306985534,0.22015016538379223,0.09534004238236135,0.46054386459157554,0.35925657191270005,0.47849553770794495,0.9960154381660127,0.4086888163886295,0.31259101656270466,7.060429567279854
Elysium (2013),1.4643964520271873,0.5119798755778397,0.9821387234140102,0.3477093172756345,0.49300185564210364,0.3213568273795876,0.22634213847084977,-0.11813372641111722,0.3625404427300072,-0.037573667953698826,0.3206594621316408,0.048636152497716294,0.2798443316424791,0.81386184389564,0.5909708360928654,0.45250472508050193,7.060235589493248
Cop Land (1997),0.20574429331479832,0.7641124103195955,0.8182234938523258,0.7059430399206699,0.5891300450500199,0.43949163354540877,0.1608601030786167,0.1578971708588773,0.4766502989644661,-0.03697850221287368,0.6027057838818355,0.4482532640871109,0.3614149529229122,0.9829166045783923,0.17525632018004972,0.202234947134132,7.053855859476338
Eastern Promises (2007),0.9676854238277636,0.4382229820731596,0.4799485314540076,0.2546536435551843,0.40895306169843504,0.27150527265227453,0.6669621737117977,0.3211616528038437,0.9501888168935955,0.1200640867949354,0.4634550059745545,0.1748047588343274,0.33719764542394826,0.40194648778414843,0.47740797793830486,0.31447925890193007,7.04863678032221
The Nice Guys (2016),1.0797893790682689,0.23566016290563288,0.7852739965803583,0.3564713401397672,0.37629125687727094,0.43976733232926735,0.08571543240652246,0.028952724831058707,1.0957709954395538,0.026677537164655516,0.1281858467275324,0.16857764302774325,0.30226992339562286,0.890801849214637,0.6167564133301388,0.4262471413227238,7.043208974760754
Small Soldiers (1998),0.4282941393321001,0.501298451828221,0.5831021726012852,1.0082220375789956,0.6832763458450299,0.0791628809168669,0.2146683278677829,0.09895174166236012,0.26898108327020154,-0.03887597779010603,0.39690957013414485,0.2605060323642143,0.42489327042843306,1.5735808750078233,0.3309153292558226,0.22234425907416297,7.036230539377339
"Evil Dead, The (1981)",0.4506793044492584,0.5787135095152872,0.9877866783141204,0.6840774995416916,0.6800858069371478,0.21736878196105985,0.05920687933547304,0.00440352878885153,0.4836787323078406,-0.04422051964034658,0.4592666769898374,0.3733228082162395,0.40820992369832154,1.044020418565986,0.33196712566266584,0.3170091009150281,7.035576255558462
My Cousin Vinny (1992),0.10477798019242864,0.3291084516636351,0.6973939999637043,1.001928583861559,0.8525680888392428,0.25300133778090544,0.19644785256189054,0.2247010364657579,0.5809234645363597,0.06842046339060773,0.49797008127379505,0.20718805755134537,0.5530147212310358,0.9969213058719328,0.12733911672194662,0.3197099632874171,7.011414505193565
Ender's Game (2013),1.4111582220875005,0.26724285194713404,0.4344907140059687,0.20623198352146904,0.34687563912134206,0.7191935182621947,0.16349349358554782,0.22432413600949946,0.6314072581272414,0.16593968623720712,0.1968661100627006,0.027060078966278357,0.26667178918642176,1.0447944825935391,0.515669562951229,0.3802309560675161,7.0016504827327894
Young Frankenstein (1974),0.5210771563486485,0.4176497231548656,0.5030467815736673,1.050200347025391,0.7216172852110392,0.050626482914534525,0.21209978599466753,0.07550098752481346,0.2141057272335584,0.06941025881546296,0.6596821703529064,0.5352879905551808,0.39029807114031667,0.8804717522945025,0.3764025175445088,0.321446606891473,6.998923644575537
Ray (2004),0.5673042868291346,0.4293447508218007,0.7231568112838289,0.2052592709994364,0.2799164645300122,0.5043995297256159,0.6958034095300147,0.6822684734923021,0.7122620981802246,0.09035437307234688,0.22989018150469992,0.2718996719938227,0.40826779116210765,0.4643423868782743,0.35213134156383724,0.37709594731995827,6.9936967888874175
"Hobbit: An Unexpected Journey, The (2012)",1.4364895288282018,0.3648840865827633,0.7111521835470291,0.19239182569392457,0.1405507785118702,0.5236491198187886,0.16983967961151705,0.26324702370263187,0.25791493932108356,0.0728563003587757,0.4357221050192214,0.21987488461900823,0.22217549089506428,0.7909385135753704,0.5667153084462103,0.62223896943058,6.99064073796204
"Planes, Trains & Automobiles (1987)",0.4087270468313822,0.4277903866371988,0.5266375662528192,0.5812270011310836,0.5664553764190559,0.30872204493990246,0.3682764997321417,0.24478821141202364,0.7893578514048595,0.26925852870181466,0.33396398328009147,0.35384388091156893,0.30556726352301133,0.768871704738894,0.3393463699990301,0.39175006729947903,6.984583783214356
National Lampoon's Van Wilder (2002),0.27698102202022906,0.42554649093887015,0.8346764150476038,0.5124408983392613,0.6221330879842373,0.2663706101341098,0.2021355985883687,0.34820509523113663,0.5449946657483683,0.07007299111627037,0.4758772860160171,0.41207080267705654,0.4963497973250369,0.8101963176946182,0.37320928407641296,0.30928037965584154,6.980540742593439
Suicide Squad (2016),0.9962677276842659,0.39255095343047,0.3279250019708368,0.39804818654952195,0.27494791480818204,0.5013023961475843,0.37198719935116253,0.3531996750863498,0.20927529150046942,0.19259004085927564,0.2736631810224956,0.19361732480429045,0.28552674877955714,1.0538011663114606,0.5670723983936791,0.5837079306978462,6.975483137397447
"Matrix, The (1999)",1.0734946978705537,0.5347248497517796,0.9728118471858644,0.7283241498670147,0.6424958599200592,0.1393897761348315,0.18027390715876318,0.10949173882775493,0.1965603747038101,0.04667663506716961,0.2798339075647641,-0.08987048576349005,0.1196445567966338,1.1775801875015246,0.43006282864547907,0.42604748346938076,6.967542314701893
Scream 3 (2000),0.255958278629796,0.7145340514059468,0.9149144742487112,0.5827027365852332,0.7291283013867335,0.1570303127521214,0.3670054574351588,0.07020975039752507,0.1732410152065064,0.025166931466845812,0.3916330450988034,0.5337931329990071,0.3680413805240546,1.1742603823196016,0.24279386794649607,0.2603075621393241,6.960720680541865
"Exorcist, The (1973)",0.4012750613495934,0.6168717521593032,0.6650561792366152,0.7154737930057551,0.8513994302393679,0.1403111118104667,0.348379133837049,0.36207680098769424,0.4053136758570429,0.0465437038862336,0.39094201248111804,0.4593037876791911,0.2541050536610903,0.7371427108995015,0.2777391470126571,0.285853272339821,6.9577866264425
Wall Street (1987),0.6159314865633951,0.6116415839739705,0.883569511449272,0.5084337327370821,0.6757600618721833,0.2962409347438587,0.3541810334433844,-0.021285028240517877,0.6260381555864996,-0.042403311412884,0.3542665685848164,0.3522178393224879,0.4068686908107033,0.6656510285841867,0.3972754365409293,0.26398422832231394,6.948371952881681
Not Another Teen Movie (2001),0.5079238586179234,0.6666208594962942,1.1829270555360882,0.27290482108575187,0.3660968706728014,0.47712979864791183,0.30042874866949215,0.2142491519414923,0.36116335465274213,0.0012354235712144933,0.5515984083137235,0.46711186472049726,0.3628380285250496,0.6773103049897886,0.30773294404273793,0.22930804589672338,6.946579539380233
Oblivion (2013),1.3366697315912592,0.4861733960097968,0.6538457061185787,0.39147364587198025,0.3310119393857948,0.3727722159703457,0.4175857686461553,0.02272482305860278,0.31689663489120745,0.11345731963316902,0.4196503898731796,0.010763992426279461,0.1673971962343605,0.9402580279344807,0.5068087325912434,0.4434351078121329,6.930924628048567
Confessions of a Dangerous Mind (2002),0.27410213584384846,0.48776525483817107,0.59210846377359,0.4970859228008209,0.593300434731526,0.23218588326066628,0.5010628583801533,0.30418686579852205,0.291056122256145,0.06506896245824945,0.5113695830157998,0.3895434565148871,0.47521879641048403,1.126004833315071,0.22587284158464474,0.3539163819208955,6.919848796903475
"Apple Dumpling Gang, The (1975)",0.1827527328246986,0.5061658413789539,0.2974579401071685,0.8291050299523413,0.6378103094379728,0.10483028077099835,0.641182532911462,0.16355831888142675,0.29051858772176237,-0.029384562346203423,0.7081371188354932,0.5962004022974544,0.5577741352759819,0.9159443946688307,0.1328078036945265,0.38465863871700035,6.919519505129868
Spy Game (2001),0.3179944986688296,0.7976916718622871,1.01393230323606,0.5466186044936562,0.7057866292610551,-0.011839197266548996,0.19850177383694,0.056551012520275994,0.12355232973987224,0.015987397311759195,0.669297900059054,0.4836284770718457,0.43450536513772775,1.206751402662892,0.19561394410377103,0.15706372885565278,6.91163784155513
Yes Man (2008),0.9864845393543754,0.11147190123256795,0.7395655461449638,0.21751041302492935,-0.06314147369739365,0.7027409236048194,0.3196822468511162,0.4564937815712755,1.4986598541164833,0.1374272457869165,-0.09655817713977097,0.03919196994205813,0.20086377454897372,0.5545324619858039,0.6407411025258943,0.465535545066894,6.911201654919907
Punch-Drunk Love (2002),0.5529672671890155,0.4405445635757177,0.7254475956556766,0.723132493906993,0.7464903880443612,0.05469470823820615,0.3037928952094523,0.22423279852507105,0.22075257985534796,0.1385109727387047,0.22904534040911026,0.3052052990978843,0.31261038505748506,1.1654769153042706,0.3501177285583028,0.416647519686133,6.909669451051732
Magnolia (1999),0.3432952567010255,0.49918683944185205,0.754192055205618,0.7338717141464117,0.6719070424102401,0.07528016482969183,0.3481915883669384,0.1471905324972759,0.3097241797613158,0.07776219733262663,0.43188524495401337,0.5400887916264806,0.36135688447550507,0.8674670745789392,0.40264275786900416,0.344746855976458,6.908789180173397
Spice World (1997),0.4884664201600283,0.6519901431748919,0.3853788172422557,0.5352441593604008,0.39886009774180686,0.20956637817150658,0.7741365054178214,0.1976247159025563,-0.06851133176987347,-0.025128219871202537,0.7689454010441366,0.508644388470236,0.43514034958203984,0.9993784720527754,0.31270873979035185,0.33145361573927506,6.903898652209007
